"id","rank","title","fullTitle","year","image","crew","imDbRating","imDbRatingCount"
"tt0758758","221","Into the Wild","Into the Wild (2007)","2007","https://m.media-amazon.com/images/M/MV5BMTAwNDEyODU1MjheQTJeQWpwZ15BbWU2MDc3NDQwNw@@._V1_UX128_CR0,3,128,176_AL_.jpg","Sean Penn (dir.), Emile Hirsch, Vince Vaughn","8.0","581107"
"tt0113247","222","La Haine","La Haine (1995)","1995","https://m.media-amazon.com/images/M/MV5BNDNiOTA5YjktY2Q0Ni00ODgzLWE5MWItNGExOWRlYjY2MjBlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UX128_CR0,1,128,176_AL_.jpg","Mathieu Kassovitz (dir.), Vincent Cassel, Hubert Kound¨¦","8.0","153779"
"tt0019254","223","The Passion of Joan of Arc","The Passion of Joan of Arc (1928)","1928","https://m.media-amazon.com/images/M/MV5BNjBjNDJiYTUtOWY0OS00OGVmLTg2YzctMTE0NzVhODM1ZWJmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,3,128,176_AL_.jpg","Carl Theodor Dreyer (dir.), Maria Falconetti, Eugene Silvain","8.0","48836"
"tt0053198","224","The 400 Blows","The 400 Blows (1959)","1959","https://m.media-amazon.com/images/M/MV5BYTQ4MjA4NmYtYjRhNi00MTEwLTg0NjgtNjk3ODJlZGU4NjRkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY176_CR0,0,128,176_AL_.jpg","Fran<U+00E7>ois Truffaut (dir.), Jean-Pierre L¨¦aud, Albert R¨¦my","8.0","107339"
"tt0079470","225","Monty Python's Life of Brian","Monty Python's Life of Brian (1979)","1979","https://m.media-amazon.com/images/M/MV5BMzAwNjU1OTktYjY3Mi00NDY5LWFlZWUtZjhjNGE0OTkwZDkwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX128_CR0,3,128,176_AL_.jpg","Terry Jones (dir.), Graham Chapman, John Cleese","8.0","371847"
"tt1895587","226","Spotlight","Spotlight (2015)","2015","https://m.media-amazon.com/images/M/MV5BMjIyOTM5OTIzNV5BMl5BanBnXkFtZTgwMDkzODE2NjE@._V1_UX128_CR0,3,128,176_AL_.jpg","Tom McCarthy (dir.), Mark Ruffalo, Michael Keaton","8.0","428210"
"tt1954470","227","Gangs of Wasseypur","Gangs of Wasseypur (2012)","2012","https://m.media-amazon.com/images/M/MV5BMTc5NjY4MjUwNF5BMl5BanBnXkFtZTgwODM3NzM5MzE@._V1_UX128_CR0,3,128,176_AL_.jpg","Anurag Kashyap (dir.), Manoj Bajpayee, Richa Chadha","8.0","83987"
"tt0395169","228","Hotel Rwanda","Hotel Rwanda (2004)","2004","https://m.media-amazon.com/images/M/MV5BZGJjYmIzZmQtNWE4Yy00ZGVmLWJkZGEtMzUzNmQ4ZWFlMjRhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,3,128,176_AL_.jpg","Terry George (dir.), Don Cheadle, Sophie Okonedo","8.0","337495"
"tt0245712","229","Amores Perros","Amores Perros (2000)","2000","https://m.media-amazon.com/images/M/MV5BMjQxMWJhMzMtMzllZi00NzMwLTllYjktNTcwZmU4ZmU3NTA0XkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_UY176_CR0,0,128,176_AL_.jpg","Alejandro G. I<U+00F1>¨¢rritu (dir.), Emilio Echevarr¨ªa, Gael Garc¨ªa Bernal","8.0","226290"
"tt0198781","230","Monsters, Inc.","Monsters, Inc. (2001)","2001","https://m.media-amazon.com/images/M/MV5BMTY1NTI0ODUyOF5BMl5BanBnXkFtZTgwNTEyNjQ0MDE@._V1_UX128_CR0,3,128,176_AL_.jpg","Pete Docter (dir.), Billy Crystal, John Goodman","8.0","826705"
"tt0060107","231","Andrei Rublev","Andrei Rublev (1966)","1966","https://m.media-amazon.com/images/M/MV5BNjM2MjMwNzUzN15BMl5BanBnXkFtZTgwMjEzMzE5MTE@._V1_UY176_CR0,0,128,176_AL_.jpg","Andrei Tarkovsky (dir.), Anatoliy Solonitsyn, Ivan Lapikov","8.0","48176"
"tt0075148","232","Rocky","Rocky (1976)","1976","https://m.media-amazon.com/images/M/MV5BMTY5MDMzODUyOF5BMl5BanBnXkFtZTcwMTQ3NTMyNA@@._V1_UX128_CR0,3,128,176_AL_.jpg","John G. Avildsen (dir.), Sylvester Stallone, Talia Shire","8.0","525794"
"tt2948372","233","Soul","Soul (2020)","2020","https://m.media-amazon.com/images/M/MV5BZGE1MDg5M2MtNTkyZS00MTY5LTg1YzUtZTlhZmM1Y2EwNmFmXkEyXkFqcGdeQXVyNjA3OTI0MDc@._V1_UX128_CR0,3,128,176_AL_.jpg","Pete Docter (dir.), Jamie Foxx, Tina Fey","8.0","224961"
"tt0087544","234","Nausica<U+00E4> of the Valley of the Wind","Nausica<U+00E4> of the Valley of the Wind (1984)","1984","https://m.media-amazon.com/images/M/MV5BZTI3NmJmYTQtNDg4NS00M2VlLTgzZDAtZWIwZDcyOWY5YzIzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,3,128,176_AL_.jpg","Hayao Miyazaki (dir.), Sumi Shimamoto, Mahito Tsujimura","8.0","154054"
"tt0032976","235","Rebecca","Rebecca (1940)","1940","https://m.media-amazon.com/images/M/MV5BYTcxYWExOTMtMWFmYy00ZjgzLWI0YjktNWEzYzJkZTg0NDdmL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX128_CR0,1,128,176_AL_.jpg","Alfred Hitchcock (dir.), Laurence Olivier, Joan Fontaine","8.0","125789"
"tt0381681","236","Before Sunset","Before Sunset (2004)","2004","https://m.media-amazon.com/images/M/MV5BMTQ1MjAwNTM5Ml5BMl5BanBnXkFtZTYwNDM0MTc3._V1_UX128_CR0,3,128,176_AL_.jpg","Richard Linklater (dir.), Ethan Hawke, Julie Delpy","8.0","240342"
"tt0118694","237","In the Mood for Love","In the Mood for Love (2000)","2000","https://m.media-amazon.com/images/M/MV5BYjZjODRlMjQtMjJlYy00ZDBjLTkyYTQtZGQxZTk5NzJhYmNmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX128_CR0,1,128,176_AL_.jpg","Kar-Wai Wong (dir.), Tony Chiu-Wai Leung, Maggie Cheung","8.0","128508"
"tt0097223","238","Time of the Gypsies","Time of the Gypsies (1988)","1988","https://m.media-amazon.com/images/M/MV5BODI2ZjVlMGQtMWE5ZS00MjJiLWIyMWYtMGU5NmIxNDc0OTMyXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Emir Kusturica (dir.), Davor Dujmovic, Bora Todorovic","8.0","27822"
"tt7060344","239","Raatchasan","Raatchasan (2018)","2018","https://m.media-amazon.com/images/M/MV5BMjU2NzIzMjYtMGE2ZS00YzgzLWE5MzgtZTFiYTlmOWNlYmJkXkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_UY176_CR0,0,128,176_AL_.jpg","Ram Kumar (dir.), Vishnu Vishal, Amala Paul","8.0","27500"
"tt0405508","240","Rang De Basanti - Die Farbe Safran","Rang De Basanti - Die Farbe Safran (2006)","2006","https://m.media-amazon.com/images/M/MV5BYThmZDA0YmQtMWJhNy00MDQwLTk0Y2YtMDhmZTE5ZjhlNjliXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX128_CR0,1,128,176_AL_.jpg","Rakeysh Omprakash Mehra (dir.), Aamir Khan, Soha Ali Khan","8.0","113364"
"tt0048021","241","Rififi","Rififi (1955)","1955","https://m.media-amazon.com/images/M/MV5BNjZmZGRiMDgtNDkwNi00OTZhLWFhZmMtYTdkYjgyNThhOWY3XkEyXkFqcGdeQXVyMTA1NTM1NDI2._V1_UX128_CR0,3,128,176_AL_.jpg","Jules Dassin (dir.), Jean Servais, Carl M<U+00F6>hner","8.0","30142"
"tt0087884","242","Paris, Texas","Paris, Texas (1984)","1984","https://m.media-amazon.com/images/M/MV5BM2RjMmU3ZWItYzBlMy00ZmJkLWE5YzgtNTVkODdhOWM3NGZhXkEyXkFqcGdeQXVyNDA5Mjg5MjA@._V1_UX128_CR0,3,128,176_AL_.jpg","Wim Wenders (dir.), Harry Dean Stanton, Nastassja Kinski","8.0","94144"
"tt3417422","243","Drishyam","Drishyam (2013)","2013","https://m.media-amazon.com/images/M/MV5BYmY3MzYwMGUtOWMxYS00OGVhLWFjNmUtYzlkNGVmY2ZkMjA3XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY176_CR3,0,128,176_AL_.jpg","Jeethu Joseph (dir.), Mohanlal, Meena","8.0","34598"
"tt8613070","244","Portrait of a Lady on Fire","Portrait of a Lady on Fire (2019)","2019","https://m.media-amazon.com/images/M/MV5BNjgwNjkwOWYtYmM3My00NzI1LTk5OGItYWY0OTMyZTY4OTg2XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UX128_CR0,3,128,176_AL_.jpg","C¨¦line Sciamma (dir.), No¨¦mie Merlant, Ad¨¨le Haenel","8.0","69357"
"tt12361974","245","Zack Snyder's Justice League","Zack Snyder's Justice League (2021)","2021","https://m.media-amazon.com/images/M/MV5BYjI3NDg0ZTEtMDEwYS00YWMyLThjYjktMTNlM2NmYjc1OGRiXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX128_CR0,3,128,176_AL_.jpg","Zack Snyder (dir.), Henry Cavill, Ben Affleck","8.0","266923"
"tt0025316","246","It Happened One Night","It Happened One Night (1934)","1934","https://m.media-amazon.com/images/M/MV5BYzJmMWE5NjAtNWMyZS00NmFiLWIwMDgtZDE2NzczYWFhNzIzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX128_CR0,3,128,176_AL_.jpg","Frank Capra (dir.), Clark Gable, Claudette Colbert","8.0","95507"
"tt2991224","247","Tangerines","Tangerines (2013)","2013","https://m.media-amazon.com/images/M/MV5BMTgwNzA3MDQzOV5BMl5BanBnXkFtZTgwNTE5MDE5NDE@._V1_UX128_CR0,3,128,176_AL_.jpg","Zaza Urushadze (dir.), Lembit Ulfsak, Elmo N¨¹ganen","8.0","42059"
"tt0058946","248","The Battle of Algiers","The Battle of Algiers (1966)","1966","https://m.media-amazon.com/images/M/MV5BZWEzMGY4OTQtYTdmMy00M2QwLTliYTQtYWUzYzc3OTA5YzIwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX128_CR0,1,128,176_AL_.jpg","Gillo Pontecorvo (dir.), Brahim Hadjadj, Jean Martin","8.0","54163"
"tt4430212","249","Drishyam","Drishyam (2015)","2015","https://m.media-amazon.com/images/M/MV5BYmJhZmJlYTItZmZlNy00MGY0LTg0ZGMtNWFkYWU5NTA1YTNhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX128_CR0,3,128,176_AL_.jpg","Nishikant Kamat (dir.), Ajay Devgn, Shriya Saran","8.0","72661"
"tt5323662","250","A Silent Voice: The Movie","A Silent Voice: The Movie (2016)","2016","https://m.media-amazon.com/images/M/MV5BZGRkOGMxYTUtZTBhYS00NzI3LWEzMDQtOWRhMmNjNjJjMzM4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,1,128,176_AL_.jpg","Naoko Yamada (dir.), Miyu Irino, Saori Hayami","8.0","52485"
